licenceID,licenceNumber,licensee,channel,frequency,location,gridRefDefault,gridReference,licenceType,status,txrx,suppressed,path,createdAt
220515,280921,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TEMPLETON,LAT_LONG_NZGD2000_D2000,-43.5520440 172.4804508,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220514,281096,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TAKAKA PA,LAT_LONG_NZGD2000_D2000,-40.7370959 172.6686847,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220514,281096,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TAKAKA,LAT_LONG_NZGD2000_D2000,-40.8269491 172.7869728,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220513,281065,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TINWALD ASHBURTON,LAT_LONG_NZGD2000_D2000,-43.9207763 171.7210005,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220513,281065,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TINWALD  ASHBURTON P A,LAT_LONG_NZGD2000_D2000,-43.8296679 171.5974207,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220512,280817,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TIMARU CITY P A,LAT_LONG_NZGD2000_D2000,-44.3056026 171.1312847,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220512,280817,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TIMARU CITY,LAT_LONG_NZGD2000_D2000,-44.3973267 171.2544792,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220510,281011,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WHANGAREI STADIUM P A,LAT_LONG_NZGD2000_D2000,-35.6448426 174.2158019,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220510,281011,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WHANGAREI STADIUM,LAT_LONG_NZGD2000_D2000,-35.7334247 174.3284557,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220509,280765,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WARKWORTH P A,LAT_LONG_NZGD2000_D2000,-36.3128538 174.5387522,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220509,280765,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WARKWORTH,LAT_LONG_NZGD2000_D2000,-36.4012515 174.6527980,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220508,281093,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WHANGAREI P A,LAT_LONG_NZGD2000_D2000,-35.6404574 174.2057851,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220508,281093,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WHANGAREI,LAT_LONG_NZGD2000_D2000,-35.7283704 174.3179219,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220507,281106,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WELLSFORD P A,LAT_LONG_NZGD2000_D2000,-36.2036780 174.4206509,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220507,281106,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WELLSFORD,LAT_LONG_NZGD2000_D2000,-36.2921045 174.5345902,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220506,280841,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RUSSELL P A,LAT_LONG_NZGD2000_D2000,-35.1747566 174.0228561,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220506,280841,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RUSSELL,LAT_LONG_NZGD2000_D2000,-35.2634048 174.1349304,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220504,280859,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PARAKIORE P A,LAT_LONG_NZGD2000_D2000,-35.5705933 174.1692209,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220504,280859,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PARAKIORE,LAT_LONG_NZGD2000_D2000,-35.6590099 174.2819134,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220503,280764,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,OMAHA BAY P A,LAT_LONG_NZGD2000_D2000,-36.2718778 174.6836424,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220503,280764,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,OMAHA BAY,LAT_LONG_NZGD2000_D2000,-36.3596471 174.7979370,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220502,280988,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,ONE TREE POINT PA,LAT_LONG_NZGD2000_D2000,-35.7520416 174.3614943,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220502,280988,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,ONE TREE POINT,LAT_LONG_NZGD2000_D2000,-35.8405515 174.4742083,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220501,280785,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MARSDEN POINT P A,LAT_LONG_NZGD2000_D2000,-35.7663958 174.2976423,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220501,280785,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MARSDEN POINT CELL SITE,LAT_LONG_NZGD2000_D2000,-35.8545139 174.4103850,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220500,280936,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MANGAWHAI HEADS P A,LAT_LONG_NZGD2000_D2000,-35.9883841 174.4771518,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220500,280936,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MANGAWHAI HEADS,LAT_LONG_NZGD2000_D2000,-36.0768369 174.5909225,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220499,280831,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MANGAWHAI VILLAGE P A,LAT_LONG_NZGD2000_D2000,-36.0372747 174.4615630,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220499,280831,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MANGAWHAI VILLAGE,LAT_LONG_NZGD2000_D2000,-36.1256578 174.5750073,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220498,281024,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MANGONUI P A,LAT_LONG_NZGD2000_D2000,-34.8659907 173.4263514,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220498,281024,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,MANGONUI,LAT_LONG_NZGD2000_D2000,-34.9546235 173.5366098,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220497,280741,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,KERIKERI TOWN P L,LAT_LONG_NZGD2000_D2000,-35.1405386 173.8368764,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220497,280741,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,KERIKERI TOWN,LAT_LONG_NZGD2000_D2000,-35.2287087 173.9487482,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220496,280945,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,KERIKERI INLET P A,LAT_LONG_NZGD2000_D2000,-35.1032121 173.8769530,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220496,280945,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,KERIKERI INLET,LAT_LONG_NZGD2000_D2000,-35.1922023 173.9879959,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220495,281058,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,DARGAVILLE P A,LAT_LONG_NZGD2000_D2000,-35.8398196 173.7412325,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220495,281058,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,DARGAVILLE,LAT_LONG_NZGD2000_D2000,-35.9288744 173.8538349,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220494,280932,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,COOPERS BEACH P A,LAT_LONG_NZGD2000_D2000,-34.9031434 173.3916601,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220494,280932,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,COOPERS BEACH,LAT_LONG_NZGD2000_D2000,-34.9920936 173.5019981,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220493,280962,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE KAWA P A,LAT_LONG_NZGD2000_D2000,-38.0532224 175.1734485,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220493,280962,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE KAWA,LAT_LONG_NZGD2000_D2000,-38.1401116 175.2907907,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220492,280857,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE AWAMUTU P A,LAT_LONG_NZGD2000_D2000,-37.9236433 175.2080849,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220492,280857,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE AWAMUTU,LAT_LONG_NZGD2000_D2000,-38.0107159 175.3252118,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220491,280965,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE AROHA P A,LAT_LONG_NZGD2000_D2000,-37.4564395 175.5947705,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220491,280965,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE AROHA,LAT_LONG_NZGD2000_D2000,-37.5431083 175.7112954,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220490,280760,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TAURANGA CITY CAR PARK BUILDING P A,LAT_LONG_NZGD2000_D2000,-37.6008956 176.0499519,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220490,280760,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TAURANGA CITY CAR PARK BUILDING,LAT_LONG_NZGD2000_D2000,-37.6877577 176.1678188,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220489,280996,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WHANGAMATA TOWN SOUTH P A,LAT_LONG_NZGD2000_D2000,-37.1297974 175.7562064,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220489,280996,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,WHANGAMATA TOWN SOUTH,LAT_LONG_NZGD2000_D2000,-37.2169548 175.8731768,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220487,281105,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,SNODGRASS ROAD P A,LAT_LONG_NZGD2000_D2000,-37.5965983 175.9409863,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220487,281105,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,SNODGRASS ROAD,LAT_LONG_NZGD2000_D2000,-37.6835101 176.0586370,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220486,281090,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,ROTORUA EXCHANGE P A,LAT_LONG_NZGD2000_D2000,-38.0512515 176.1321624,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220486,281090,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,ROTORUA EXCHANGE,LAT_LONG_NZGD2000_D2000,-38.1376407 176.2503253,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220484,281077,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RED HILL P A,LAT_LONG_NZGD2000_D2000,-36.7658134 175.5976205,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220484,281077,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RED HILL,LAT_LONG_NZGD2000_D2000,-36.8529401 175.7135430,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220483,281064,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RAGLAN TOWN P A,LAT_LONG_NZGD2000_D2000,-37.7154642 174.7567311,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220483,281064,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RAGLAN TOWN,LAT_LONG_NZGD2000_D2000,-37.8028444 174.8726684,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220482,280904,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,ROTORUA EAST P A,LAT_LONG_NZGD2000_D2000,-38.0586253 176.1587178,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220482,280904,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,ROTORUA EAST,LAT_LONG_NZGD2000_D2000,-38.1447455 176.2771752,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220481,280943,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RAINBOW POINT P A,LAT_LONG_NZGD2000_D2000,-38.6319201 175.9628043,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220481,280943,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,RAINBOW POINT,LAT_LONG_NZGD2000_D2000,-38.7186081 176.0819570,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220479,280797,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PARAWAI P A,LAT_LONG_NZGD2000_D2000,-37.0694929 175.4456128,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220479,280797,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PARAWAI,LAT_LONG_NZGD2000_D2000,-37.1567870 175.5614591,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220478,280900,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUTAUAKI P A,LAT_LONG_NZGD2000_D2000,-38.0187231 176.6174078,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220478,280900,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUTAUAKI,LAT_LONG_NZGD2000_D2000,-38.1049929 176.7370288,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220477,280791,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUTARURU RELOCATION PA,LAT_LONG_NZGD2000_D2000,-37.9668665 175.6637801,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220477,280791,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUTARURU RELOCATION,LAT_LONG_NZGD2000_D2000,-38.0538722 175.7821258,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220476,281101,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUKETE NORTH PA,LAT_LONG_NZGD2000_D2000,-37.6529879 175.1146748,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220476,281101,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUKETE NORTH,LAT_LONG_NZGD2000_D2000,-37.7408823 175.2313199,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220475,281104,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAPAMOA TAVERN PA,LAT_LONG_NZGD2000_D2000,-37.6157701 176.1639381,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220475,281104,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAPAMOA TAVERN,LAT_LONG_NZGD2000_D2000,-37.7022724 176.2819622,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220474,280748,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE PUKE TOWN SOUTH P A,LAT_LONG_NZGD2000_D2000,-37.7111950 176.2011102,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220474,280748,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,TE PUKE TOWN SOUTH,LAT_LONG_NZGD2000_D2000,-37.7975117 176.3196772,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220473,280969,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAEROA EXCHANGE P A,LAT_LONG_NZGD2000_D2000,-37.2941916 175.5549644,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220473,280969,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAEROA EXCHANGE,LAT_LONG_NZGD2000_D2000,-37.3811723 175.6711655,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220472,280784,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PIARERE P A,LAT_LONG_NZGD2000_D2000,-37.8737305 175.5601674,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220472,280784,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PIARERE,LAT_LONG_NZGD2000_D2000,-37.9603267 175.6775484,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220471,280872,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUKEMORE P A,LAT_LONG_NZGD2000_D2000,-37.4434088 175.1058801,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220471,280872,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PUKEMORE,LAT_LONG_NZGD2000_D2000,-37.5304849 175.2220930,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220470,281033,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAUANUI CENTRAL PA,LAT_LONG_NZGD2000_D2000,-36.9371891 175.7431441,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220470,281033,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAUANUI CENTRAL,LAT_LONG_NZGD2000_D2000,-37.0241337 175.8595082,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220469,281055,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAPAMOA P A,LAT_LONG_NZGD2000_D2000,-37.6266755 176.1927655,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220469,281055,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAPAMOA,LAT_LONG_NZGD2000_D2000,-37.7129026 176.3109087,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220467,280931,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PIRIPAI P A,LAT_LONG_NZGD2000_D2000,-37.8590694 176.8640644,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220467,280931,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PIRIPAI,LAT_LONG_NZGD2000_D2000,-37.9443986 176.9830545,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220466,280978,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAENGAROA P A,LAT_LONG_NZGD2000_D2000,-37.8049188 176.2655771,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220466,280978,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAENGAROA,LAT_LONG_NZGD2000_D2000,-37.8909672 176.3844413,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220465,280897,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAPAMOA SOUTH P A,LAT_LONG_NZGD2000_D2000,-37.6339716 176.2214380,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220465,280897,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAPAMOA SOUTH,LAT_LONG_NZGD2000_D2000,-37.7204880 176.3395162,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220464,280909,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAENGAROA JUNCTION P A,LAT_LONG_NZGD2000_D2000,-37.7311878 176.2894302,Other (Spectrum),Current,RX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
220464,280909,SPARK NEW ZEALAND TRADING LIMITED,NA,2665,PAENGAROA JUNCTION,LAT_LONG_NZGD2000_D2000,-37.8184024 176.4064401,Other (Spectrum),Current,TX,FALSE,data/page/d401a868f64b57c765327208c5f57387.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,MACKINNON PASS AWS,LAT_LONG_NZGD2000_D2000,-44.8025141 167.7754592,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,KNOBS FLAT (VMS),LAT_LONG_NZGD2000_D2000,-44.9762509 168.0164991,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,GULLIVER RANGE AWS,LAT_LONG_NZGD2000_D2000,-44.7522770 167.9390133,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,GATES AWS (MT CHRISTINA EASTERN RIDGE),LAT_LONG_NZGD2000_D2000,-44.8020403 168.0704004,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,FIVE MILE,LAT_LONG_NZGD2000_D2000,-44.9035735 167.8741361,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,EAST HOMER TUNNEL PORTAL (TRAFFIC MONITOR),LAT_LONG_NZGD2000_D2000,-44.7647439 167.9890849,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,EAST HOMER AWS,LAT_LONG_NZGD2000_D2000,-44.7640135 167.9954029,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,DUMPLING HUT,LAT_LONG_NZGD2000_D2000,-44.7682280 167.7648446,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,CONSOLATION PEAK,LAT_LONG_NZGD2000_D2000,-44.8459723 168.0780444,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,CLINTON RIVER (AWS),LAT_LONG_NZGD2000_D2000,-44.8723039 167.8446147,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,CLEDDAU RIVER (AWS),LAT_LONG_NZGD2000_D2000,-44.6831132 167.9539162,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,CHAPEL AWS-BASE,LAT_LONG_NZGD2000_D2000,-44.7646369 167.9958530,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,ARTHUR RIVER FLAT,LAT_LONG_NZGD2000_D2000,-44.7283528 167.8247820,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,APPEARING RIDGE (VMS),LAT_LONG_NZGD2000_D2000,-44.9249191 168.0093602,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421636,NA,Downer New Zealand Limited,NA,924.5,"29 CASWELL RD, TE ANAU (DOWNER DEPOT)",LAT_LONG_NZGD2000_D2000,-45.4125329 167.7313813,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421635,NA,Downer New Zealand Limited,NA,918,WEST PORTAL HOMER TUNNEL,LAT_LONG_NZGD2000_D2000,-44.7635985 167.9736688,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
421635,NA,Downer New Zealand Limited,NA,918,WEST HOMER TUNNEL (AWS),LAT_LONG_NZGD2000_D2000,-44.7627005 167.9735436,Land Simplex,Planned,TX,FALSE,data/page/d565531a0d1e69f18525b509be496d62.json,2024-12-04
